provincia,localidad,promocion,viviendas,planta,dormitorios,banos,superficie,terraza,precio
Málaga,Marbella,Venere Marbella,Vivienda I,0,3,3,151.12,45.75,560.000
Málaga,Marbella,Venere Marbella,Vivienda J,0,2,2,123.58,51.67,430.000
Málaga,Marbella,Venere Marbella,Vivienda K,0,2,2,123.58,29.87,430.000
Málaga,Marbella,Venere Marbella,Vivienda L,0,3,3,151.12,45.75,570.000
Málaga,Marbella,Venere Marbella,Vivienda M,0,3,3,173.25,178.95,885.000
Málaga,Marbella,Venere Marbella,Vivienda N,0,2,2,142.01,155.34,685.000
Málaga,Málaga Capital,Málaga Towers Vision,Plurifamiliar,,1-4,,132,,Próximamente
Navarra,Pamplona/iruña,Edificio Luz Lezkairu,Vivienda A,1,3,2,135.12,15.4,282.000
Navarra,Pamplona/iruña,Edificio Luz Lezkairu,Vivienda B,1,4,2,156.61,20.05,343.000
Navarra,Pamplona/iruña,Altum Lezkairu,Vivienda A,1,4,2,180.54,31.4,412.500
Navarra,Pamplona/iruña,Altum Lezkairu,Vivienda B,1,2,2,103.25,9.7,238.250
Navarra,Pamplona/iruña,Altum Lezkairu,Vivienda C,7,2,2,103.25,9.7,269.500
Navarra,Pamplona/iruña,Altum Lezkairu,Vivienda D,1,3,2,139.9,19.3,314.750
Navarra,Pamplona/iruña,Altum Lezkairu,Vivienda E,1,3,2,144.44,23,332.000
Navarra,Pamplona/iruña,Altum Lezkairu,Vivienda F,1,2,2,117.93,10.3,270.000
Navarra,Pamplona/iruña,Atrio Lezkairu,Vivienda A,1,3,2,126.46,13.06,255.750
Navarra,Pamplona/iruña,Atrio Lezkairu,Vivienda B,1,3,2,127.89,11.21,261.250
Navarra,Pamplona/iruña,Atrio Lezkairu,Vivienda C,1,3,2,132.14,21.79,271.750
Navarra,Pamplona/iruña,Atrio Lezkairu,Vivienda D,1,3,2,131.73,17.63,273.250
Navarra,Pamplona/iruña,Atrio Lezkairu,Vivienda E,1,3,2,130.58,19.56,275.250
Pontevedra,Pontevedra Capital,Novolérez,Vivienda A,1,3,2,158.4,43.6,309.400
Pontevedra,Pontevedra Capital,Novolérez,Vivienda B,1,3,2,111.7,-,258.210
Pontevedra,Pontevedra Capital,Novolérez,Vivienda C,0,4,2,188,17.2,454.000
Pontevedra,Pontevedra Capital,Novolérez,Vivienda D,1,4,2,134.4,-,333.900
Pontevedra,Pontevedra Capital,Novolérez,Vivienda E,1,2,2,89,-,221.375
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda A,1,1,1,51.89,7.67,103.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda B,1,2,1,80.89,13.43,153.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda C,1,2,2,81.85,11.51,155.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda D,1,Estudio,1,47.49,4.5,95.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda E,1,Estudio,1,51.55,4.5,99.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda F,1,Estudio,1,51.55,4.5,91.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda G,1,Estudio,1,46.46,4.5,89.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda H,5,1,1,51.89,7.67,111.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda I,7,1,1,61.67,47.97,166.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda J,7,2,1,87.42,52.08,219.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda K,7,2,1,87.56,34.34,214.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda L,7,2,1,85.02,32.14,196.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda M,1,1,1,53.89,8.42,106.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda N,1,2,2,81.4,8.78,157.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda O,1,1,1,55.06,8.56,118.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda P,1,2,2,81.85,11.51,159.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda Q,1,2,1,80.89,13.43,156.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda R,1,1,1,55.82,7.42,107.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda S,7,2,1,85.02,32.14,193.000
Pontevedra,Pontevedra Capital,Residencial Novolérez II,Vivienda T,7,1,1,60.55,47.97,169.000
Sevilla,San Juan De Aznalfarache,Pórtico de Simón Verde,Vivienda A,1,4,2,119.59,7.62,176.400
Sevilla,Dos Hermanas,Residencial Hespérides II,Vivienda A,2,3,2,113.07,7.56,154.000
Sevilla,Dos Hermanas,Residencial Hespérides II,Vivienda B,2,2,2,82.41,5.49,123.700
Sevilla,Dos Hermanas,Residencial Hespérides II,Vivienda C,4,3,2,108.32,6.72,151.500
Sevilla,Dos Hermanas,Residencial Hespérides II,Vivienda D,5,3,2,109.16,9.03,153.500
Sevilla,Dos Hermanas,Residencial Hespérides II,Vivienda E,1,1,1,63.81,5.49,113.500
Sevilla,Dos Hermanas,Residencial Hespérides II,Vivienda F,2,4,2,133.15,7.56,185.400
Sevilla,Dos Hermanas,Residencial Hespérides II,Vivienda G,3,3,2,108.32,6.72,150.000
Sevilla,Dos Hermanas,Residencial Hespérides II,Vivienda H,5,4,2,133.15,7.56,190.400
Sevilla,Dos Hermanas,Residencial Hespérides II,Vivienda I,6,1,1,63.81,5.49,122.000
Sevilla,Dos Hermanas,Residencial Hespérides II,Vivienda J,7,3,2,108.32,6.72,157.500
Sevilla,Sevilla Capital,Residencial Mulhacen,Vivienda A,1,2,2,89.84,70.54,197.000
Sevilla,Sevilla Capital,Residencial Mulhacen,Vivienda B,4,2,2,107.71,14.42,222.000
Sevilla,Sevilla Capital,Residencial Mulhacen,Vivienda C,5,2,2,94.52,30.72,224.000
Sevilla,Sevilla Capital,Residencial Mulhacen,Vivienda D,2,1,1,60.77,7.99,124.500
Sevilla,Sevilla Capital,Residencial Mulhacen,Vivienda E,2,4,2,148,16.82,288.500
Sevilla,Sevilla Capital,Residencial Mulhacen,Vivienda F,4,2,2,111.01,12.71,228.000
Sevilla,Sevilla Capital,Villas del Volga,Vivienda A,0,4,3,175.57,25.2,356.100
Sevilla,Sevilla Capital,Villas del Volga,Vivienda B,0,4,3,175.5,25.2,371.600
Sevilla,Sevilla Capital,Villas del Volga,Vivienda C,0,4,3,171.43,24.4,361.100
Sevilla,Sevilla Capital,Residencial Montblanc,Vivienda A,3,2,1,89.12,11.52,191.500
Sevilla,Sevilla Capital,Residencial Montblanc,Vivienda B,1,2,2,95.55,14.88,182.000
Sevilla,Sevilla Capital,Residencial Montblanc,Vivienda C,1,4,2,143.86,21.58,270.000
Sevilla,Sevilla Capital,Residencial Montblanc,Vivienda D,2,2,2,85.69,-,181.500
Sevilla,Sevilla Capital,Residencial Montblanc,Vivienda E,0,3,2,124.17,50.73,262.500
Sevilla,Sevilla Capital,Residencial Montblanc,Vivienda F,2,3,2,126.39,17.12,254.500
Sevilla,Sevilla Capital,Residencial Montblanc,Vivienda G,3,3,2,126.29,17.09,255.500
Sevilla,Sevilla Capital,Residencial Montblanc,Vivienda H,4,3,2,126.39,17.6,258.500
Tarragona,Tarragona Capital,Torre dels Vents,Vivienda A,2,3,2,96.6,12,219.000
Tarragona,Tarragona Capital,Torre dels Vents,Vivienda B,2,3,2,81.2,10,199.000
Tarragona,Tarragona Capital,Torre dels Vents,Vivienda C,4,3,2,87.5,5.3,204.000
Tarragona,Tarragona Capital,Torre dels Vents,Vivienda D,5,3,2,96.6,12,249.000
Tarragona,Tarragona Capital,Torre dels Vents,Vivienda E,5,3,2,87.5,5.3,230.000
Tenerife,Arona,Edificio Gara,Vivienda A,1,2,2,108.18,64.25,535.955
Tenerife,Arona,Edificio Gara,Vivienda B,1,2,2,105.57,64.25,529.145
Tenerife,Arona,Edificio Gara,Vivienda C,1,2,2,102.06,63.86,514.020
Tenerife,Arona,Edificio Gara,Vivienda D,1,2,2,105.97,63.84,533.220
Tenerife,Arona,Edificio Gara,Vivienda E,1,2,2,107.37,64.24,535.725
Tenerife,Arona,Edificio Gara,Vivienda F,2,2,2,85.19,21.43,418.110
Tenerife,Arona,Edificio Gara,Vivienda G,2,2,2,82.74,21.3,411.280
Tenerife,Arona,Edificio Gara,Vivienda H,2,2,2,79.58,21.37,394.195
Tenerife,Arona,Edificio Gara,Vivienda I,2,2,2,83.5,21.22,412.645
Tenerife,Arona,Edificio Gara,Vivienda J,2,2,2,84.35,20.88,416.395
Tenerife,Arico,Residencial Ancor,Vivienda A,0,2,2,82.85,33.4,205.715
Tenerife,Arico,Residencial Ancor,Vivienda B,0,2,2,82.85,60.87,226.625
Tenerife,Arico,Residencial Ancor,Vivienda C,0,2,2,82.85,61.1,226.755
Tenerife,Arico,Residencial Ancor,Vivienda D,0,2,2,80.6,33.1,196.380
Tenerife,Arico,Residencial Ancor,Vivienda E,0,2,2,82.85,53.17,227.205
Tenerife,Arico,Residencial Ancor,Vivienda F,0,2,2,80.6,28.55,192.600
Tenerife,Arico,Residencial Ancor,Vivienda G,0,2,2,80.6,28.55,192.660
Tenerife,Arico,Residencial Ancor,Vivienda H,0,2,2,82.85,51.3,221.385
Tenerife,Arico,Residencial Ancor,Vivienda I,1,2,2,72.85,6.6,163.965
Tenerife,Arico,Residencial Ancor,Vivienda J,1,2,2,74.9,6.4,168.005
Tenerife,Arico,Residencial Ancor,Vivienda K,0,2,2,80.6,15.4,186.350
Tenerife,Arico,Residencial Ancor,Vivienda L,0,2,2,80.6,15.4,186.350
Tenerife,Arico,Residencial Ancor,Vivienda M,0,2,2,82.85,71.4,223.300
Tenerife,Arico,Residencial Ancor,Vivienda N,1,2,2,72.85,6.6,166.965
Tenerife,Arico,Residencial Ancor,Vivienda O,1,2,2,74.9,6.4,171.005
Tenerife,Arico,Residencial Ancor,Vivienda P,0,2,2,82.85,50.95,221.870
Tenerife,Arico,Residencial Ancor,Vivienda Q,0,2,2,80.6,31.92,189.425
Tenerife,Arico,Residencial Ancor,Vivienda R,0,2,2,80.6,31.92,189.425
Tenerife,Arico,Residencial Ancor,Vivienda S,1,2,2,74.9,6.4,168.005
Tenerife,Arico,Residencial Ancor,Vivienda T,1,2,2,72.85,6.6,163.965
Tenerife,Arico,Residencial Ancor,Vivienda U,1,2,2,72.85,6.6,163.965
Tenerife,Arico,Residencial Ancor,Vivienda V,0,2,2,85.5,67.02,226.560
Tenerife,Arico,Residencial Ancor,Vivienda W,1,3,2,107.95,54.5,243.700
Tenerife,Arico,Residencial Ancor,Vivienda X,1,3,2,107.95,54.5,243.700
Tenerife,Arico,Residencial Ancor,Vivienda Y,1,3,2,107.95,54.5,243.700
Tenerife,Arico,Residencial Ancor,Vivienda Z,1,3,2,107.95,54.5,243.700
Valencia,Sagunto/sagunt,Ópera,Vivienda A,2,3,2,96.21,8.39,142.000
Valencia,Sagunto/sagunt,Ópera,Vivienda B,3,3,2,94.41,6.63,143.000
Valencia,Sagunto/sagunt,Ópera,Vivienda C,5,3,2,94.41,6.63,152.000
Valencia,Sagunto/sagunt,Residencial Mozart,Vivienda A,0,4,2,153.11,94.74,241.000
Valencia,Sagunto/sagunt,Residencial Mozart,Vivienda B,0,4,2,153.12,94.69,240.000
Valencia,Valencia Capital,Amura,Vivienda A,2,3,2,132.52,8,231.000
Valencia,Valencia Capital,Amura,Vivienda B,3,3,2,132.52,8,233.000
Valencia,Valencia Capital,Amura,Vivienda C,4,3,2,132.52,8,234.000
Valencia,Valencia Capital,Amura,Vivienda D,6,3,2,132.52,8,239.000
Valencia,Valencia Capital,Amura,Vivienda E,7,3,2,132,8,242.000
Valencia,Valencia Capital,Amura,Vivienda F,9,3,2,132,8,248.000
Valencia,Valencia Capital,Amura,Vivienda G,1,3,2,122.61,12,198.000
Valencia,Valencia Capital,Amura,Vivienda H,1,3,2,131.67,8,223.000
Valencia,Valencia Capital,Amura,Vivienda I,2,3,2,131.67,8,225.000
Valencia,Valencia Capital,Amura,Vivienda J,4,3,2,131.67,8,230.000
Valencia,Quart De Poblet,Residencial Q,Vivienda A,9,3,2,150.17,-,299.000
Valencia,Quart De Poblet,Residencial Q,Vivienda B,9,1,1,74.27,-,124.000
Valencia,Quart De Poblet,Residencial Q,Vivienda C,2,2,2,96.4,-,135.000
Valencia,Quart De Poblet,Residencial Q,Vivienda D,4,2,2,91.3,-,130.000
Valencia,Quart De Poblet,Residencial Q,Vivienda E,4,2,2,96.46,-,136.000
Valencia,Quart De Poblet,Residencial Q,Vivienda F,5,2,2,92,-,133.000
Valencia,Quart De Poblet,Residencial Q,Vivienda G,6,2,2,92,-,135.000
Valencia,Quart De Poblet,Residencial Q,Vivienda H,6,2,2,95.63,-,147.000
Valencia,Quart De Poblet,Residencial Q,Vivienda I,7,2,2,91.73,-,137.000
Valencia,Quart De Poblet,Residencial Q,Vivienda J,7,2,2,95.66,-,142.000
Valencia,Quart De Poblet,Residencial Q,Vivienda K,7,2,2,95.9,-,141.000
Valencia,Quart De Poblet,Residencial Q,Vivienda L,2,3,2,124.32,-,171.000
Valencia,Quart De Poblet,Residencial Q,Vivienda M,6,3,2,119.5,-,179.000
Valencia,Quart De Poblet,Residencial Q,Vivienda N,6,3,2,120.42,-,180.000
Valencia,Quart De Poblet,Residencial Q,Vivienda O,2,3,2,119.4,-,171.000
Valencia,Quart De Poblet,Residencial Q,Vivienda P,3,3,2,123.21,-,174.000
Valencia,Quart De Poblet,Residencial Q,Vivienda Q,3,3,2,121.26,-,173.000
Valencia,Quart De Poblet,Residencial Q,Vivienda R,5,3,2,123.3,-,176.000
Valencia,Quart De Poblet,Residencial Q,Vivienda S,5,3,2,123.99,-,177.000
Valencia,Quart De Poblet,Residencial Q,Vivienda T,1,3,2,123.41,-,167.000
Valencia,Quart De Poblet,Residencial Q,Vivienda U,2,3,2,123.56,-,170.000
Valencia,Quart De Poblet,Residencial Q,Vivienda V,3,3,2,121.13,-,167.000
Valencia,Quart De Poblet,Residencial Q,Vivienda W,4,3,2,122.51,-,171.000
Valencia,Quart De Poblet,Residencial Q,Vivienda X,5,3,2,123.32,-,173.000
Valencia,Quart De Poblet,Residencial Q,Vivienda Y,6,3,2,123.32,-,172.000
Valencia,Quart De Poblet,Residencial Q,Vivienda Z,7,3,2,124.87,-,178.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AA,1,3,2,124.7,-,168.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AB,1,3,2,119.39,-,165.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AC,2,3,2,121.96,-,166.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AD,2,3,2,123.57,-,170.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AE,3,3,2,124.03,-,169.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AF,3,3,2,120.04,-,171.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AG,4,3,2,121.79,-,168.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AH,4,3,2,119.95,-,172.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AI,5,3,2,123.44,-,174.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AJ,5,3,2,119.95,-,174.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AK,6,3,2,120,-,179.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AL,7,3,2,120.7,-,174.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AM,7,3,2,119.11,-,178.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AN,1,2,2,95.33,-,131.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AO,4,2,2,95.24,-,135.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AP,7,2,2,94.95,-,136.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AQ,1,2,2,102.3,-,142.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AR,1,3,2,122.69,-,172.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AS,1,3,2,123.79,-,167.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AT,1,3,2,122.72,-,170.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AU,2,2,2,102.3,-,144.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AV,2,3,2,122.69,-,174.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AW,2,3,2,123.79,-,169.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AX,2,3,2,122.72,-,172.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AY,3,2,2,102.3,-,145.000
Valencia,Quart De Poblet,Residencial Q,Vivienda AZ,3,3,2,122.69,-,175.000
Valencia,Quart De Poblet,Residencial Q,Vivienda BA,3,3,2,123.79,-,170.000
Valencia,Quart De Poblet,Residencial Q,Vivienda BB,4,2,2,102.3,-,146.000
Valencia,Quart De Poblet,Residencial Q,Vivienda BC,4,3,2,122.69,-,176.000
Valencia,Quart De Poblet,Residencial Q,Vivienda BD,4,3,2,123.79,-,171.000
Valencia,Quart De Poblet,Residencial Q,Vivienda BE,5,2,2,102.3,-,148.000
Valencia,Quart De Poblet,Residencial Q,Vivienda BF,6,2,2,102.3,-,150.000
Valencia,Quart De Poblet,Residencial Q,Vivienda BG,6,3,2,122.69,-,179.000
Valencia,Quart De Poblet,Residencial Q,Vivienda BH,6,3,2,122.72,-,178.000
Valencia,Quart De Poblet,Residencial Q,Vivienda BI,7,3,2,122.69,-,181.000
Valencia,Quart De Poblet,Residencial Q,Vivienda BJ,7,3,2,122.72,-,180.000
Valencia,Quart De Poblet,Residencial Q,Vivienda BK,8,2,2,102.3,-,154.000
Valencia,Quart De Poblet,Residencial Q,Vivienda BL,8,3,2,122.69,-,183.000
Valencia,Quart De Poblet,Residencial Q,Vivienda BM,8,3,2,123.79,-,180.000
Valencia,Quart De Poblet,Residencial Q,Vivienda BN,8,3,2,122.72,-,182.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda A,0,4,2,107.14,41.23,201.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda B,0,4,2,106.57,41.05,206.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda C,0,4,2,106.57,41.05,203.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda D,1,2,1,70.65,28.63,122.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda E,2,3,2,89.23,25.15,158.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda F,2,3,2,89.23,25.15,164.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda G,2,3,2,86.61,20.03,154.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda H,3,3,2,89.31,25.07,159.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda I,4,3,2,86.64,20.03,149.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda J,5,3,2,86.61,20.21,163.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda K,0,3,2,92.34,34.37,180.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda L,1,4,2,105.3,22.12,185.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda M,2,3,2,89.23,25.15,166.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda N,2,3,2,86.61,20.03,154.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda O,3,4,2,105.3,25.07,188.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda P,3,3,2,86.61,20.21,157.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda Q,4,3,2,86.61,20.03,160.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda R,5,3,2,86.61,20.21,163.000
Valencia,Sagunto/sagunt,Residencial Aida F1,Vivienda S,5,2,1,70.65,20.21,139.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda A,0,4,2,106.57,41.05,204.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda B,1,4,2,105.3,33.49,192.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda C,1,3,2,89.31,33.49,170.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda D,1,3,2,86.61,28.63,149.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda E,1,2,1,70.65,28.63,127.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda F,2,3,2,89.23,25.15,165.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda G,2,3,2,89.23,25.15,158.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda H,2,3,2,86.61,20.03,148.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda I,2,3,2,86.64,20.03,158.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda J,3,3,2,86.61,20.21,154.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda K,3,2,1,70.65,20.21,133.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda L,4,3,2,89.23,25.15,171.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda M,4,3,2,86.61,20.03,152.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda N,4,3,2,86.64,20.03,164.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda O,5,3,2,86.61,20.21,160.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda P,5,2,1,70.65,20.21,139.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda Q,6,3,2,89.23,25.15,170.000
Valencia,Sagunto/sagunt,Residencial AIDA F2,Vivienda R,6,3,2,86.61,20.03,156.000
Valencia,Valencia Capital,Avante residencial,Vivienda A,5,2,2,96.5,4.6,198.000
Valencia,Valencia Capital,Avante residencial,Vivienda B,4,3,2,129.6,9.4,254.000
Valencia,Valencia Capital,Avante residencial,Vivienda C,4,3,2,129.6,9.4,254.000
Valencia,Valencia Capital,Avante residencial,Vivienda D,6,3,2,129.6,9.4,260.000
Valencia,Valencia Capital,Avante residencial,Vivienda E,3,3,2,123.3,5.4,241.000
Valencia,Valencia Capital,Avante residencial,Vivienda F,5,3,2,123.3,5.4,247.000
Valencia,Valencia Capital,Avante residencial,Vivienda G,3,3,2,123.3,5.4,241.000
Valencia,Valencia Capital,Avante residencial,Vivienda H,5,3,2,123.3,5.4,247.000
Valencia,Valencia Capital,Avante residencial,Vivienda I,4,4,2,140.3,10.8,275.000
Valencia,Valencia Capital,Avante residencial,Vivienda J,11,4,2,164.1,21.2,400.000
Valencia,Valencia Capital,Avante residencial,Vivienda K,11,4,2,162.9,21.2,400.000
Valencia,Valencia Capital,Avante residencial,Vivienda L,11,4,2,147,43,400.000
Valencia,Valencia Capital,Avante residencial,Vivienda M,11,4,2,147.5,43,400.000
Valencia,Bétera,Birdie Residencial,Vivienda A,0,4,3,170.89,-,455.000
Valencia,Bétera,Birdie Residencial,Vivienda B,0,4,3,172.27,-,470.000
Valencia,Bétera,Birdie Residencial,Vivienda C,0,4,3,170.89,-,455.000
Valencia,Bétera,Birdie Residencial,Vivienda D,0,4,3,170.89,-,455.000
Valencia,Bétera,Birdie Residencial,Vivienda E,0,4,3,170.89,-,455.000
Valencia,Bétera,Birdie Residencial,Vivienda F,0,4,3,161.4,-,435.000
Valencia,Bétera,Birdie Residencial,Vivienda G,0,4,3,161.4,-,435.000
Valencia,Bétera,Birdie Residencial,Vivienda H,0,4,3,161.4,-,435.000
Valencia,Bétera,Birdie Residencial,Vivienda I,0,4,3,161.4,-,435.000
Valencia,Bétera,Birdie Residencial,Vivienda J,0,4,3,159.64,-,435.000
Valencia,Bétera,Birdie Residencial,Vivienda K,0,4,3,161.4,-,435.000
Valencia,Bétera,Birdie Residencial,Vivienda L,0,4,3,172.27,-,470.000
Valencia,Sagunto/sagunt,Residencial Beethoven,Vivienda A,0,4,2,153.11,22.92,242.000
Valencia,Sagunto/sagunt,Residencial Beethoven,Vivienda B,0,4,2,153.11,22.92,242.000
Valencia,Sagunto/sagunt,Residencial Beethoven,Vivienda C,0,4,2,153.11,22.92,241.000
Valencia,Sagunto/sagunt,Residencial Beethoven,Vivienda D,0,4,2,153.12,22.86,240.000
Valencia,Sagunto/sagunt,Residencial Beethoven,Vivienda E,0,4,2,153.12,22.86,239.000
Valencia,Sagunto/sagunt,Residencial Beethoven,Vivienda F,0,4,2,153.11,22.92,239.000
Valencia,Sagunto/sagunt,Residencial Beethoven,Vivienda G,0,4,2,153.11,22.92,239.000
Valencia,Sagunto/sagunt,Residencial Beethoven,Vivienda H,0,4,2,153.11,22.92,239.000
Valencia,Sagunto/sagunt,Residencial Beethoven,Vivienda I,0,4,2,153.11,22.92,239.000
Valencia,Sagunto/sagunt,Residencial Beethoven,Vivienda J,0,4,2,153.11,22.92,239.000
Valencia,Sagunto/sagunt,Residencial Beethoven,Vivienda K,0,5,2,176.64,25.88,251.000
Valencia,Sagunto/sagunt,Residencial Beethoven,Vivienda L,0,5,2,176.64,25.88,251.000
Valencia,Sagunto/sagunt,Residencial Beethoven,Vivienda M,0,5,2,176.63,26.01,251.000
Valencia,Sagunto/sagunt,Residencial Beethoven,Vivienda N,0,4,2,153.11,22.92,242.000
Valencia,Sagunto/sagunt,Residencial Beethoven,Vivienda O,0,4,2,153.11,22.92,241.000
Valencia,Sagunto/sagunt,Residencial Beethoven,Vivienda P,0,6,3,196.55,20.59,259.000
Valladolid,Valladolid Capital,Mirador de Jalón,Unifamiliar adosado,,4,,152,,239.000
Valladolid,Aldeamayor De San Martín,Hacienda Cuatro,Unifamiliar adosado,,3,,140,,115.000
